5.0800000000e+001 -2.0320000000e+001 0.0000000000e+000 2.8551600000e+002 9.8507700000e+001
5.0800000000e+001 -1.0160000000e+001 0.0000000000e+000 2.8532900000e+002 1.8113700000e+002
4.0640000000e+001 -2.0320000000e+001 0.0000000000e+000 3.6842600000e+002 9.8292800000e+001
6.0960000000e+001 -2.0320000000e+001 0.0000000000e+000 2.0235400000e+002 9.8977000000e+001
6.0960000000e+001 -1.0160000000e+001 0.0000000000e+000 2.0236000000e+002 1.8176800000e+002
7.1120000000e+001 -2.0320000000e+001 0.0000000000e+000 1.1967600000e+002 9.9713800000e+001
4.0640000000e+001 -1.0160000000e+001 0.0000000000e+000 3.6818200000e+002 1.8085400000e+002
7.1120000000e+001 -1.0160000000e+001 0.0000000000e+000 1.1988800000e+002 1.8229100000e+002
3.0480000000e+001 -2.0320000000e+001 0.0000000000e+000 4.5110000000e+002 9.8152200000e+001
5.0800000000e+001 0.0000000000e+000 0.0000000000e+000 2.8523800000e+002 2.6358600000e+002
6.0960000000e+001 1.0160000000e+001 0.0000000000e+000 2.0328800000e+002 3.4583400000e+002
8.1280000000e+001 -1.0160000000e+001 0.0000000000e+000 3.7890200000e+001 1.8291000000e+002
8.1280000000e+001 -2.0320000000e+001 0.0000000000e+000 3.7395600000e+001 1.0054600000e+002
5.0800000000e+001 1.0160000000e+001 0.0000000000e+000 2.8535700000e+002 3.4536700000e+002
2.0320000000e+001 -2.0320000000e+001 0.0000000000e+000 5.3300700000e+002 9.8284600000e+001
3.0480000000e+001 0.0000000000e+000 0.0000000000e+000 4.5010000000e+002 2.6249000000e+002
8.1280000000e+001 0.0000000000e+000 0.0000000000e+000 3.8749000000e+001 2.6499200000e+002
4.0640000000e+001 1.0160000000e+001 0.0000000000e+000 3.6760300000e+002 3.4467600000e+002
6.0960000000e+001 2.0320000000e+001 0.0000000000e+000 2.0397400000e+002 4.2652200000e+002
1.0160000000e+001 -2.0320000000e+001 0.0000000000e+000 6.1385900000e+002 9.8703400000e+001
5.0800000000e+001 2.0320000000e+001 0.0000000000e+000 2.8566200000e+002 4.2596700000e+002
8.1280000000e+001 1.0160000000e+001 0.0000000000e+000 4.0011000000e+001 3.4641100000e+002
2.0320000000e+001 -1.0160000000e+001 0.0000000000e+000 5.3241200000e+002 1.8037600000e+002
7.1120000000e+001 2.0320000000e+001 0.0000000000e+000 1.2250700000e+002 4.2673300000e+002
1.0160000000e+001 -1.0160000000e+001 0.0000000000e+000 6.1313700000e+002 1.8023700000e+002
4.0640000000e+001 2.0320000000e+001 0.0000000000e+000 3.6732900000e+002 4.2525500000e+002
0.0000000000e+000 -2.0320000000e+001 0.0000000000e+000 6.9318900000e+002 9.9370300000e+001
3.0480000000e+001 2.0320000000e+001 0.0000000000e+000 4.4861100000e+002 4.2418700000e+002
0.0000000000e+000 -1.0160000000e+001 0.0000000000e+000 6.9237900000e+002 1.8028100000e+002
8.1280000000e+001 2.0320000000e+001 0.0000000000e+000 4.1709400000e+001 4.2683300000e+002
2.0320000000e+001 1.0160000000e+001 0.0000000000e+000 5.3062500000e+002 3.4300600000e+002
2.0320000000e+001 2.0320000000e+001 0.0000000000e+000 5.2924900000e+002 4.2295300000e+002
1.0160000000e+001 1.0160000000e+001 0.0000000000e+000 6.1069400000e+002 3.4197400000e+002
0.0000000000e+000 0.0000000000e+000 0.0000000000e+000 6.9119500000e+002 2.6076900000e+002
1.0160000000e+001 2.0320000000e+001 0.0000000000e+000 6.0893000000e+002 4.2154800000e+002
0.0000000000e+000 1.0160000000e+001 0.0000000000e+000 6.8940500000e+002 3.4088600000e+002
0.0000000000e+000 2.0320000000e+001 0.0000000000e+000 6.8720500000e+002 4.1991500000e+002
4.0640000000e+001 0.0000000000e+000 0.0000000000e+000 3.6788900000e+002 2.6310800000e+002
6.0960000000e+001 0.0000000000e+000 0.0000000000e+000 2.0273300000e+002 2.6412900000e+002
3.0480000000e+001 -1.0160000000e+001 0.0000000000e+000 4.5062800000e+002 1.8058500000e+002
7.1120000000e+001 0.0000000000e+000 0.0000000000e+000 1.2041400000e+002 2.6451900000e+002
7.1120000000e+001 1.0160000000e+001 0.0000000000e+000 1.2135100000e+002 3.4623200000e+002
3.0480000000e+001 1.0160000000e+001 0.0000000000e+000 4.4945800000e+002 3.4391300000e+002
