style	type	camera	label	index	x	y	z	p_wt	sx	sy	sz	s_wt	nx	ny	nz	n_wt	rad	r_wt
0 1 1 71 71	  71.12000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 72 72	  71.12000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 73 73	  71.12000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 74 74	  71.12000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 75 75	  71.12000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 76 76	  71.12000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 77 77	  71.12000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 78 78	  71.12000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 80 80	  81.28000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 81 81	  81.28000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 82 82	  81.28000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 83 83	  81.28000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 84 84	  81.28000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 85 85	  81.28000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 86 86	  81.28000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 87 87	  81.28000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 88 88	  81.28000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 90 90	  91.44000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 91 91	  91.44000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 92 92	  91.44000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 93 93	  91.44000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 94 94	  91.44000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 95 95	  91.44000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 96 96	  91.44000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 97 97	  91.44000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 98 98	  91.44000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 100 100	 101.60000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 101 101	 101.60000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 102 102	 101.60000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 103 103	 101.60000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 104 104	 101.60000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 105 105	 101.60000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 106 106	 101.60000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 107 107	 101.60000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 108 108	 101.60000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 110 110	 111.76000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 111 111	 111.76000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 112 112	 111.76000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 113 113	 111.76000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 114 114	 111.76000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 115 115	 111.76000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 116 116	 111.76000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 117 117	 111.76000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 118 118	 111.76000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 120 120	 121.92000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 121 121	 121.92000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 122 122	 121.92000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 123 123	 121.92000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 124 124	 121.92000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 125 125	 121.92000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 126 126	 121.92000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 127 127	 121.92000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 128 128	 121.92000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 130 130	 132.08000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 131 131	 132.08000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 132 132	 132.08000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 133 133	 132.08000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 134 134	 132.08000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 135 135	 132.08000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 136 136	 132.08000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 137 137	 132.08000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 1 138 138	 132.08000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
