style	type	camera	label	index	x	y	z	p_wt	sx	sy	sz	s_wt	nx	ny	nz	n_wt	rad	r_wt
0 1 4 15 15	  10.16000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 16 16	  10.16000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 17 17	  10.16000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 18 18	  10.16000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 20 20	  20.32000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 21 21	  20.32000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 22 22	  20.32000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 23 23	  20.32000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 24 24	  20.32000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 25 25	  20.32000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 26 26	  20.32000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 27 27	  20.32000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 28 28	  20.32000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 30 30	  30.48000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 31 31	  30.48000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 32 32	  30.48000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 33 33	  30.48000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 34 34	  30.48000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 35 35	  30.48000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 36 36	  30.48000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 37 37	  30.48000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 38 38	  30.48000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 40 40	  40.64000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 41 41	  40.64000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 42 42	  40.64000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 43 43	  40.64000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 44 44	  40.64000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 45 45	  40.64000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 46 46	  40.64000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 47 47	  40.64000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 48 48	  40.64000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 50 50	  50.80000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 51 51	  50.80000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 52 52	  50.80000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 53 53	  50.80000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 54 54	  50.80000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 55 55	  50.80000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 56 56	  50.80000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 57 57	  50.80000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 58 58	  50.80000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 60 60	  60.96000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 61 61	  60.96000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 62 62	  60.96000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 63 63	  60.96000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 64 64	  60.96000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 65 65	  60.96000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 66 66	  60.96000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 67 67	  60.96000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 68 68	  60.96000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 70 70	  71.12000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 71 71	  71.12000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 72 72	  71.12000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 73 73	  71.12000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 74 74	  71.12000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 75 75	  71.12000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 76 76	  71.12000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 77 77	  71.12000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 78 78	  71.12000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 80 80	  81.28000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 81 81	  81.28000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 82 82	  81.28000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 83 83	  81.28000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 84 84	  81.28000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 85 85	  81.28000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 86 86	  81.28000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 87 87	  81.28000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 88 88	  81.28000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 90 90	  91.44000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 91 91	  91.44000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 92 92	  91.44000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 93 93	  91.44000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 94 94	  91.44000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 95 95	  91.44000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 96 96	  91.44000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 97 97	  91.44000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 98 98	  91.44000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 100 100	 101.60000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 101 101	 101.60000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 102 102	 101.60000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 103 103	 101.60000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 104 104	 101.60000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 105 105	 101.60000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 106 106	 101.60000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 107 107	 101.60000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 108 108	 101.60000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 110 110	 111.76000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 111 111	 111.76000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 112 112	 111.76000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 113 113	 111.76000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 114 114	 111.76000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 115 115	 111.76000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 116 116	 111.76000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 117 117	 111.76000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 118 118	 111.76000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 120 120	 121.92000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 121 121	 121.92000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 122 122	 121.92000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 123 123	 121.92000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 124 124	 121.92000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 125 125	 121.92000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 126 126	 121.92000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 127 127	 121.92000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 128 128	 121.92000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 130 130	 132.08000  -40.95750    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 131 131	 132.08000  -30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 132 132	 132.08000  -20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 133 133	 132.08000  -10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 134 134	 132.08000    0.00000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 135 135	 132.08000   10.16000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 136 136	 132.08000   20.32000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 137 137	 132.08000   30.48000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
0 1 4 138 138	 132.08000   40.64000    0.00000    1.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000    0.00000    0.00000	   0.00000    0.00000
