# first line is width length and ball radius
2.0  7.7  21.3

#additional lines theta phi chi (twist) of dashes in stamps

0	27	0
45	27	30
22.5	60	-30

90	32	90
135	32	60
112.5	70	0

180	27	0
225	32	60
202.5	65	60

270	32	90
315	27	30
300	60	90


22.5	-27	-30
67.5	-27	0
90	-60	30

112.5	-27	-30
157.5	-32	90
180	-70	0

202.5	-32	-60
247.5	-27	0
270	-65	-60

292.5	-32	-60
337.5	-32	90
7.5	-60	90



